Candidate_ID,HOMO_eV,LUMO_eV,Gap_eV
5,-5.516181535031571,4.971912219583834,10.488093754615404
4,-5.752576918755517,5.168519009995222,10.92109592875074
2,-5.700082253969023,6.375498308470026,12.075580562439049
3,-6.838829441463545,6.427195030921,13.266024472384546
6,-7.527118574404878,6.086430365193919,13.613548939598797
7,-7.100852004672208,6.974260345563569,14.075112350235777
1,-7.113292026565135,7.3040496097114165,14.41734163627655
