Name,Phase,Drug Type,Passes Rule of Five,Chirality,Smiles,Selfies
BOTIACRINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CN(C)CCSC(=O)N1c2ccccc2C(C)(C)c2ccccc21,[C][N][Branch1][C][C][C][C][S][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S]
GLUTAURINE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,N[C@@H](CCC(=O)NCCS(=O)(=O)O)C(=O)O,[N][C@@H1][Branch2][Ring1][C][C][C][C][=Branch1][C][=O][N][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
TESTOSTERONE PHENYLACETATE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)Cc1ccccc1,[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C@@H1][Ring2][Ring1][Ring1][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DESOMORPHINE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5,[C][N][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C][C][C][C@H1][Ring1][=C][C@H1][Ring2][Ring1][C][C][Ring1][=C]
HETERONIUM,-1,1:Synthetic Small Molecule,1,Racemic Mixture,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,[C][N+1][Branch1][C][C][C][C][C][Branch2][Ring1][O][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][S][Ring1][Branch1][C][Ring2][Ring1][=Branch1]
DULOFIBRATE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CC(C)(Oc1ccc(Cl)cc1)C(=O)Oc1ccc(Cl)cc1,[C][C][Branch1][C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
AROTINOLOL,3,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][S][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][S][Ring1][Branch2][=C][S][Ring1][=N]
BUTERIZINE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CCCCc1nc2cc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)ccc2n1CC,[C][C][C][C][C][=N][C][=C][C][Branch2][Ring1][P][C][N][C][C][N][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1][=C][C][=C][Ring2][Ring1][#Branch2][N][Ring2][Ring1][=N][C][C]
MEFENIDRAMIUM,-1,1:Synthetic Small Molecule,1,Achiral Molecule,C[N+](C)(C)CCOC(c1ccccc1)c1ccccc1,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
CILOBAMINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)N[C@@H]1C2CCC(CC2)[C@@]1(O)c1ccc(Cl)c(Cl)c1,[C][C][Branch1][C][C][N][C@@H1][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C@@][Ring1][Branch2][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2]
LITRACEN,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CNCCC=C1c2ccccc2C(C)(C)c2ccccc21,[C][N][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S]
ALAZANINE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21,[C][C][N][/C][=Branch2][Ring1][Ring1][=C][/C][=C][/C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Ring1][=Branch2][C][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1]
NICOGRELATE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCCCCC(/C=C/n1ccnc1)OC(=O)c1cccnc1,[C][C][C][C][C][C][Branch1][#Branch2][/C][=C][/N][C][=C][N][=C][Ring1][Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1]
OCTRIPTYLINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CNCCC=C1c2ccccc2C2CC2c2ccccc21,[C][N][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S]
CIPROCINONIDE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,[C][C][Branch1][C][C][O][C@@H1][C][C@H1][C@@H1][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][=N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][Ring1][Branch1][C][C][C@][Ring2][Ring1][#Branch1][Branch1][S][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][O][Ring2][Ring2][Ring2]
PAXAMATE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CNC(=O)Oc1ccc(-c2ccccc2)cc1,[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N]
MEDRYLAMINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COc1ccc(C(OCCN(C)C)c2ccccc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][Ring2][C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1]
SULICRINAT,-1,1:Synthetic Small Molecule,1,Achiral Molecule,NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)ccc1Cl,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O][C][Branch1][C][Cl][=C][Ring1][N][Cl][=C][C][=C][Ring2][Ring1][Branch1][Cl]
SULISATIN,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1cccc2c1NC(=O)C2(c1ccc(OS(=O)(=O)O)cc1)c1ccc(OS(=O)(=O)O)cc1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Ring1][=Branch1][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][O][C][=C][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][O]
BOLENOL,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CC[C@]1(O)CC[C@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@@]21C,[C][C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][=C][C][C][C][C][C@@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][C@@][Ring1][=C][Ring2][Ring1][C][C]
IOPROCEMIC ACID,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CCN(C(C)=O)c1c(I)cc(I)c(CCC(=O)O)c1I,[C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][=C][Ring1][=N][I]
IDENAST,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1ccc(-n2c3ccccc3c(=O)n2CCCCN2CCN(c3ccc(F)cc3)CC2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=N][C][=C][Ring2][Ring1][P]
CRILVASTATIN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC1CC(OC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)C1,[C][C][C][C][Branch1][S][O][C][=Branch1][C][=O][C@@H1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][P]
NOSANTINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(=O)[nH]cnc21,[C][C][C][C][C][C][C@@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=N][C][C][=Branch1][C][=O][NH1][C][=N][C][=Ring1][#Branch1][Ring1][#Branch2]
TIAPROST,-1,1:Synthetic Small Molecule,1,Racemic Mixture,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(O)COc2ccsc2)[C@H](O)C[C@@H]1O,[O][=C][Branch1][C][O][C][C][C][/C][=C][\C][C@@H1][C@@H1][Branch1][S][/C][=C][/C][Branch1][C][O][C][O][C][C][=C][S][C][=Ring1][Branch1][C@H1][Branch1][C][O][C][C@@H1][Ring1][P][O]
SERMETACIN,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][P][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O][=C][Branch1][C][C][N][Ring1][P][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
CINECROMEN,-1,1:Synthetic Small Molecule,0,Racemic Mixture,COc1cc(/C=C/C(=O)OC(Cc2c(C)c3ccc(NC(=O)N4CCOCC4)cc3oc2=O)CN2CCOCC2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Branch1][Branch2][/C][=C][/C][=Branch1][C][=O][O][C][Branch2][Ring2][Ring2][C][C][=C][Branch1][C][C][C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][#C][O][C][Ring2][Ring1][Ring2][=O][C][N][C][C][O][C][C][Ring1][=Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][O][O][C]
SETAZINDOL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CNCc1ccccc1C(O)c1ccc(Cl)cc1,[C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
GCC-4401C,1,1:Synthetic Small Molecule,1,Single Stereoisomer,O=C(NC[C@H]1CN(c2ccc(N3CCNC=N3)cc2)C(=O)O1)c1ccc(Cl)s1,[O][=C][Branch2][Ring2][Ring1][N][C][C@H1][C][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][N][C][C][N][C][=N][Ring1][=Branch1][C][=C][Ring1][N][C][=Branch1][C][=O][O][Ring2][Ring1][C][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1]
XIBENOLOL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,Cc1cccc(OCC(O)CNC(C)(C)C)c1C,[C][C][=C][C][=C][C][Branch1][P][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][S][C]
TRIAMCINOLONE FURETONIDE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,[C][C][Branch1][C][C][O][C@@H1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][C][Branch1][C][C][C@][Ring2][Ring1][=Branch1][Branch2][Ring1][Branch2][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][O][Ring2][Ring2][=Branch2]
BUFENIODE,-1,1:Synthetic Small Molecule,0,Racemic Mixture,CC(CCc1ccccc1)NC(C)C(O)c1cc(I)c(O)c(I)c1,[C][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][C][C][C][Branch1][C][O][C][=C][C][Branch1][C][I][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][=Branch2]
SECOVERINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCN(CCCC(=O)C1CCCCC1)C(C)Cc1ccc(OC)cc1,[C][C][N][Branch1][S][C][C][C][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2]
BROCLEPRIDE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc(N)c(Br)cc1C(=O)NC1CCN(Cc2ccc(Cl)cc2)CC1,[C][O][C][=C][C][Branch1][C][N][=C][Branch1][C][Br][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring1][=C]
MOXICOUMONE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1cc(=O)oc2cc(OCCN3CCOCC3)cc(OCCN3CCOCC3)c12,[C][C][=C][C][=Branch1][C][=O][O][C][=C][C][Branch1][N][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][=C][C][Branch1][N][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring2][Ring1][=N][Ring2][Ring1][Branch2]
NICTINDOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CC(C)c1[nH]c2ccccc2c1C(=O)c1cccnc1,[C][C][Branch1][C][C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1]
MITINDOMIDE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,O=C1NC(=O)[C@H]2[C@@H]3C=C[C@H]([C@@H]12)[C@@H]1[C@H]2C(=O)NC(=O)[C@H]2[C@H]31,[O][=C][N][C][=Branch1][C][=O][C@H1][C@@H1][C][=C][C@H1][Branch1][=Branch1][C@@H1][Ring1][#Branch2][Ring1][=Branch1][C@@H1][C@H1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C@H1][Ring1][#Branch1][C@H1][Ring1][=C][Ring1][=Branch2]
FUROBUFEN,-1,1:Synthetic Small Molecule,1,Achiral Molecule,O=C(O)CCC(=O)c1ccc2oc3ccccc3c2c1,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][C][=C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring1][=N]
FLUOCORTOLONE CAPROATE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[C][C][C][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C@H1][C@H1][Branch1][C][C][C][C@H1][C@@H1][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][=N][C@@H1][Branch1][C][O][C][C@@][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C]
FURIDARONE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1cc(C(=O)c2cc(I)c(O)c(I)c2)c(C)o1,[C][C][=C][C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][I][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][=Branch2][=C][Branch1][C][C][O][Ring1][P]
TIZOLEMIDE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CN=C1SCC(O)(c2ccc(Cl)c(S(N)(=O)=O)c2)N1C,[C][N][=C][S][C][C][Branch1][C][O][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Ring1][O][N][Ring1][P][C]
PHTHALYLSULFAMETHIZOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1nnc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C(=O)O)cc2)s1,[C][C][=N][N][=C][Branch2][Ring2][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][C][S][Ring2][Ring1][O]
TEMATROPIUM METHYLSULFATE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCOC(=O)C(C(=O)OC1CC2CCC(C1)[N+]2(C)C)c1ccccc1,[C][C][O][C][=Branch1][C][=O][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N+1][Ring1][=Branch1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
PERASTINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,c1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,[C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1]
DIMOXYLINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCOc1ccc(Cc2nc(C)cc3cc(OC)c(OC)cc23)cc1OC,[C][C][O][C][=C][C][=C][Branch2][Ring1][O][C][C][=N][C][Branch1][C][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#C][Ring1][#Branch2][C][=C][Ring2][Ring1][=Branch1][O][C]
LITOMEGLOVIR,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)COC(=O)CN)cc3)cccc12,[C][N][Branch1][C][C][C][=C][C][=C][C][=C][Branch2][Ring2][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][N][C][=C][Ring2][Ring1][C][C][=C][C][=C][Ring2][Ring1][S][Ring2][Ring1][N]
DENOTIVIR,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1,[C][C][=N][S][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
FUDOSTEINE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,N[C@@H](CSCCCO)C(=O)O,[N][C@@H1][Branch1][#Branch1][C][S][C][C][C][O][C][=Branch1][C][=O][O]
BUTOCONAZOLE,4,1:Synthetic Small Molecule,0,Racemic Mixture,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,[Cl][C][=C][C][=C][Branch2][Ring1][O][C][C][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][Branch2]
ASPARAGINE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,NC(=O)C[C@H](N)C(=O)O,[N][C][=Branch1][C][=O][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O]
PRX-08066,2,1:Synthetic Small Molecule,1,Achiral Molecule,N#Cc1cc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F,[N][#C][C][=C][C][Branch2][Ring1][=C][C][N][C][C][C][Branch2][Ring1][C][N][C][=N][C][=N][C][S][C][Branch1][C][Cl][=C][C][Ring1][#Branch2][=Ring1][=Branch1][C][C][Ring1][P][=C][C][=C][Ring2][Ring1][Branch2][F]
BINFLOXACIN,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN4CCC3CC4)cc21,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][=C][N][C][C][N][C][C][C][Ring1][#Branch1][C][C][Ring1][=Branch1][C][=C][Ring1][S][Ring2][Ring1][Branch2]
ZINTEROL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,[C][C][Branch1][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][=C][Ring1][N]
SPIROXATRINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,[O][=C][N][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][C][C][N][Branch1][S][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2][C][C][Ring1][P]
STAVUDINE TRIPHOSPHATE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,Cc1cn([C@H]2C=C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch2][Ring2][=Branch1][C@H1][C][=C][C@@H1][Branch2][Ring1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][Ring2][Ring1][Ring1][C][=Branch1][C][=O][NH1][C][Ring2][Ring1][#Branch2][=O]
CARPINDOLOL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][P][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][Ring1][S][NH1][Ring2][Ring1][Ring1]
BRAZERGOLINE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CN1C[C@H](COC(=O)N2CCCCCC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21,[C][N][C][C@H1][Branch1][S][C][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][#Branch1][C][C@@H1][C][=C][C][=C][C][NH1][C][Branch1][C][Br][=C][Branch1][=Branch1][C][Ring1][#Branch2][=Ring1][=Branch1][C][C@H1][Ring1][=N][Ring2][Ring1][N]
FEBARBAMATE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,[C][C][C][C][O][C][C][Branch2][Ring1][#C][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][S][=O][O][C][Branch1][C][N][=O]
HEXESTROL,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,[C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
TRIMEDOXIME,-1,1:Synthetic Small Molecule,1,Achiral Molecule,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,[O][/N][=C][/C][=C][C][=N+1][Branch1][P][C][C][C][N+1][=C][C][=C][Branch1][Ring2][/C][=N][/O][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][C]
SUPROCLONE,-1,1:Synthetic Small Molecule,0,Racemic Mixture,CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,[C][C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][O][C][C][=C][Branch1][#Branch1][S][C][C][S][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][=C][C][=C][C][=C][C][Branch1][C][Cl][=N][C][Ring1][#Branch1][=N][Ring1][O][C][C][Ring2][Ring1][=C]
NOXYTIOLIN,4,1:Synthetic Small Molecule,1,Achiral Molecule,CNC(=S)NCO,[C][N][C][=Branch1][C][=S][N][C][O]
ACTARIT,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CC(=O)Nc1ccc(CC(=O)O)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch2]
TROPODIFENE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(=O)Oc1ccc(CC(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c2ccccc2)cc1,[C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Ring2][C][C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][O][C@H1][C][C@H1][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch2]
